tablename,sql_statement
comments,"INSERT INTO public.comments (id, post_id, author_id, parent_comment_id, content, created_at, updated_at) VALUES ('6cddad20-27a8-5027-b956-58b1c5b87554', 'e092855f-8a50-5cf3-9eda-55a1df13eaba', '17c60ccb-402d-52f1-a71b-abd4e79568de', NULL, 'Mình đã thử cách này khoảng hai tuần và thấy dễ duy trì hơn so với học dồn.', '2026-07-25 22:25:00+00', '2026-07-25 22:25:00+00');"
comments,"INSERT INTO public.comments (id, post_id, author_id, parent_comment_id, content, created_at, updated_at) VALUES ('73eb1914-b604-58a5-8bb7-c37834b8f792', '9854bbe7-1c07-5b72-bab5-8af5fa3266cd', 'eabe8433-844d-57c8-93c5-a451778f6b1e', NULL, 'Cách này khá ổn. Quan trọng là giữ dữ liệu hoặc ghi chú nhất quán để dễ so sánh tiến bộ.', '2026-07-19 02:25:00+00', '2026-07-19 02:25:00+00');"
comments,"INSERT INTO public.comments (id, post_id, author_id, parent_comment_id, content, created_at, updated_at) VALUES ('77d8ca63-9dbe-5a5d-9ac8-42f62656c603', 'c59dcbab-2d68-59c8-8c3a-32b31787738c', 'a82bd13f-54bb-53cb-bca5-2d3ef7ec5333', '23f6f086-896d-581e-9c1d-72ecd347932e', 'Bạn có thể chia sẻ thêm ví dụ cụ thể không?', '2026-07-24 00:07:00+00', '2026-07-24 00:07:00+00');"
comments,"INSERT INTO public.comments (id, post_id, author_id, parent_comment_id, content, created_at, updated_at) VALUES ('8285735b-8be6-534c-9e8d-5e13d92433ac', 'fd974085-85da-5a7a-bc95-3a5b0013fc2e', '6a20fca4-1847-59a7-bef0-9a4f50cf394f', NULL, 'Mình đã thử cách này khoảng hai tuần và thấy dễ duy trì hơn so với học dồn.', '2026-07-20 09:31:00+00', '2026-07-20 09:31:00+00');"
comments,"INSERT INTO public.comments (id, post_id, author_id, parent_comment_id, content, created_at, updated_at) VALUES ('83ccc669-fd61-5f72-a069-d1efa9f6049c', 'fd974085-85da-5a7a-bc95-3a5b0013fc2e', '576872c0-f337-5ba7-9829-c94744a9c0d4', NULL, 'Bạn có thể ghi lại lỗi lặp lại nhiều lần rồi ưu tiên sửa nhóm lỗi đó trước.', '2026-07-20 19:31:00+00', '2026-07-20 19:31:00+00');"
comments,"INSERT INTO public.comments (id, post_id, author_id, parent_comment_id, content, created_at, updated_at) VALUES ('84128d37-bf75-5c9d-8449-1333def25f87', '2bee4ae4-168a-5b4d-aba6-c9af30508fa5', '9c2b8656-23fa-540a-89fb-52a8237998cb', 'b6f10a47-a5dc-5a59-b364-4c8c1580fa9b', 'Ý này hợp lý, nhất là phần chia nhỏ từng bước.', '2026-07-26 23:56:00+00', '2026-07-26 23:56:00+00');"
comments,"INSERT INTO public.comments (id, post_id, author_id, parent_comment_id, content, created_at, updated_at) VALUES ('867ad9f5-685b-574f-bcdf-4a6e41c3e37d', '615596ea-3235-542c-b608-a4618e5c66ac', 'b64bcfa5-c9e0-5907-8f39-22eb4c80fc6d', NULL, 'Mình đồng ý, nhưng nên giới hạn phạm vi trước để tránh làm project quá lớn ngay từ đầu.', '2026-08-07 22:47:00+00', '2026-08-07 22:47:00+00');"
comments,"INSERT INTO public.comments (id, post_id, author_id, parent_comment_id, content, created_at, updated_at) VALUES ('87220a7b-798c-5c18-890c-5f7cfebdad3d', 'fd974085-85da-5a7a-bc95-3a5b0013fc2e', 'ec88a567-d365-538a-9df6-6214908dcc40', '171f2e01-1129-5f2f-98bb-1903b92a16f8', 'Mình cũng đang làm gần giống vậy và thấy khá hiệu quả.', '2026-07-20 16:31:00+00', '2026-07-20 16:31:00+00');"
comments,"INSERT INTO public.comments (id, post_id, author_id, parent_comment_id, content, created_at, updated_at) VALUES ('87cc78a4-cc43-56a8-8cd1-2e3e71ca5d28', '615596ea-3235-542c-b608-a4618e5c66ac', '5e5e8c92-e428-553d-8eb0-83dca5aab6ea', 'd7ef8bdc-152f-5998-9723-18443c06c03c', 'Ý này hợp lý, nhất là phần chia nhỏ từng bước.', '2026-08-07 19:47:00+00', '2026-08-07 19:47:00+00');"
comments,"INSERT INTO public.comments (id, post_id, author_id, parent_comment_id, content, created_at, updated_at) VALUES ('8e817ff9-b619-5779-865b-a3d621c60267', '9854bbe7-1c07-5b72-bab5-8af5fa3266cd', '6a20fca4-1847-59a7-bef0-9a4f50cf394f', '26e5b7b8-97fd-5f0e-baca-d842315f23a3', 'Cảm ơn bạn, mình sẽ thử cách này.', '2026-07-19 19:25:00+00', '2026-07-19 19:25:00+00');"
comments,"INSERT INTO public.comments (id, post_id, author_id, parent_comment_id, content, created_at, updated_at) VALUES ('91385c11-59ad-501c-998b-aa07093775ca', 'd3fcd2b6-965a-5b83-b2dd-1bdf44a2f600', '576872c0-f337-5ba7-9829-c94744a9c0d4', NULL, 'Mình đồng ý, nhưng nên giới hạn phạm vi trước để tránh làm project quá lớn ngay từ đầu.', '2026-08-06 21:06:00+00', '2026-08-06 21:06:00+00');"
comments,"INSERT INTO public.comments (id, post_id, author_id, parent_comment_id, content, created_at, updated_at) VALUES ('91d2bb3c-097f-52d0-ae26-3a60f06c46f9', '4e1ccf52-94c2-5951-8bb6-2c396e391aed', '3875e58e-1aaf-503b-9975-57353ee608b5', '94346c16-5bce-5bc5-874e-f05ee82f9c16', 'Mình cũng đang làm gần giống vậy và thấy khá hiệu quả.', '2026-07-19 17:53:00+00', '2026-07-19 17:53:00+00');"
comments,"INSERT INTO public.comments (id, post_id, author_id, parent_comment_id, content, created_at, updated_at) VALUES ('94015c11-0fe1-55d8-98f6-b8ad82f04837', '6342c84a-9ea8-5004-ab08-31b14060804e', 'f1688f25-6602-5f02-8c17-04d0722ed018', NULL, 'Bạn có thể ghi lại lỗi lặp lại nhiều lần rồi ưu tiên sửa nhóm lỗi đó trước.', '2026-07-09 17:18:00+00', '2026-07-09 17:18:00+00');"
comments,"INSERT INTO public.comments (id, post_id, author_id, parent_comment_id, content, created_at, updated_at) VALUES ('94346c16-5bce-5bc5-874e-f05ee82f9c16', '4e1ccf52-94c2-5951-8bb6-2c396e391aed', '6a20fca4-1847-59a7-bef0-9a4f50cf394f', NULL, 'Mình đồng ý, nhưng nên giới hạn phạm vi trước để tránh làm project quá lớn ngay từ đầu.', '2026-07-19 15:53:00+00', '2026-07-19 15:53:00+00');"
comments,"INSERT INTO public.comments (id, post_id, author_id, parent_comment_id, content, created_at, updated_at) VALUES ('96f817ff-e152-58fc-9193-30a0179bb23e', 'e092855f-8a50-5cf3-9eda-55a1df13eaba', '4b2d2857-16f0-501a-9c56-f196f4f3ee9f', NULL, 'Mình đã thử cách này khoảng hai tuần và thấy dễ duy trì hơn so với học dồn.', '2026-07-26 03:25:00+00', '2026-07-26 03:25:00+00');"
comments,"INSERT INTO public.comments (id, post_id, author_id, parent_comment_id, content, created_at, updated_at) VALUES ('9ab458a3-2665-5162-8673-0087d446cf10', 'ddb7ac4c-00b9-5076-90ce-8c383caf9158', '4b2d2857-16f0-501a-9c56-f196f4f3ee9f', NULL, 'Mình cũng từng gặp vấn đề này. Cách mình làm là chia nhỏ từng bước rồi kiểm tra lại sau mỗi buổi học.', '2026-07-12 02:50:00+00', '2026-07-12 02:50:00+00');"
comments,"INSERT INTO public.comments (id, post_id, author_id, parent_comment_id, content, created_at, updated_at) VALUES ('a1efb9d7-6d2b-5877-8e87-e5d60c6f39b8', 'ddb7ac4c-00b9-5076-90ce-8c383caf9158', '899db740-a298-5cc0-9e15-8aa564b6d0f9', 'a9773d0f-c8d6-5c25-8b8b-c09ab46e50a0', 'Cảm ơn bạn, mình sẽ thử cách này.', '2026-07-12 09:50:00+00', '2026-07-12 09:50:00+00');"
comments,"INSERT INTO public.comments (id, post_id, author_id, parent_comment_id, content, created_at, updated_at) VALUES ('a9773d0f-c8d6-5c25-8b8b-c09ab46e50a0', 'ddb7ac4c-00b9-5076-90ce-8c383caf9158', '576872c0-f337-5ba7-9829-c94744a9c0d4', NULL, 'Mình đã thử cách này khoảng hai tuần và thấy dễ duy trì hơn so với học dồn.', '2026-07-12 07:50:00+00', '2026-07-12 07:50:00+00');"
comments,"INSERT INTO public.comments (id, post_id, author_id, parent_comment_id, content, created_at, updated_at) VALUES ('ad502cd9-899f-5565-b87f-41d8b0da98ce', 'e01964c0-6b1c-5917-871b-221269b84cdf', '9c2b8656-23fa-540a-89fb-52a8237998cb', NULL, 'Mình đã thử cách này khoảng hai tuần và thấy dễ duy trì hơn so với học dồn.', '2026-07-05 13:05:00+00', '2026-07-05 13:05:00+00');"
comments,"INSERT INTO public.comments (id, post_id, author_id, parent_comment_id, content, created_at, updated_at) VALUES ('b071318e-6ce8-5612-9257-9432f795e370', 'da959288-cf01-5298-9eb6-73fb29a2c148', 'f1688f25-6602-5f02-8c17-04d0722ed018', NULL, 'Theo mình nên bắt đầu từ một ví dụ cụ thể, sau đó mới rút ra quy tắc chung.', '2026-07-26 02:17:00+00', '2026-07-26 02:17:00+00');"
comments,"INSERT INTO public.comments (id, post_id, author_id, parent_comment_id, content, created_at, updated_at) VALUES ('b38d8271-4f3e-5393-a19b-c72b28b459ff', 'da959288-cf01-5298-9eb6-73fb29a2c148', 'ec88a567-d365-538a-9df6-6214908dcc40', 'bb5b109c-bac4-5937-9081-05124d6f11ea', 'Mình cũng đang làm gần giống vậy và thấy khá hiệu quả.', '2026-07-25 23:17:00+00', '2026-07-25 23:17:00+00');"
comments,"INSERT INTO public.comments (id, post_id, author_id, parent_comment_id, content, created_at, updated_at) VALUES ('b6f10a47-a5dc-5a59-b364-4c8c1580fa9b', '2bee4ae4-168a-5b4d-aba6-c9af30508fa5', 'f4d9935b-45af-5692-84f6-f1edce54a954', NULL, 'Bạn có thể ghi lại lỗi lặp lại nhiều lần rồi ưu tiên sửa nhóm lỗi đó trước.', '2026-07-26 21:56:00+00', '2026-07-26 21:56:00+00');"
comments,"INSERT INTO public.comments (id, post_id, author_id, parent_comment_id, content, created_at, updated_at) VALUES ('b7d97211-600f-5250-9631-86f028113339', '4e1ccf52-94c2-5951-8bb6-2c396e391aed', '6a20fca4-1847-59a7-bef0-9a4f50cf394f', NULL, 'Mình cũng từng gặp vấn đề này. Cách mình làm là chia nhỏ từng bước rồi kiểm tra lại sau mỗi buổi học.', '2026-07-19 20:53:00+00', '2026-07-19 20:53:00+00');"
comments,"INSERT INTO public.comments (id, post_id, author_id, parent_comment_id, content, created_at, updated_at) VALUES ('bb5b109c-bac4-5937-9081-05124d6f11ea', 'da959288-cf01-5298-9eb6-73fb29a2c148', '39431362-143d-5960-8b5d-647c21229e00', NULL, 'Mình nghĩ nên kết hợp tài liệu lý thuyết với một bài thực hành nhỏ để nhớ lâu hơn.', '2026-07-25 21:17:00+00', '2026-07-25 21:17:00+00');"
comments,"INSERT INTO public.comments (id, post_id, author_id, parent_comment_id, content, created_at, updated_at) VALUES ('bfce27eb-208e-53ba-862b-5141fa7c7620', 'adbd3fc7-9465-5a04-87a6-adba807f9e20', '3875e58e-1aaf-503b-9975-57353ee608b5', NULL, 'Cách này khá ổn. Quan trọng là giữ dữ liệu hoặc ghi chú nhất quán để dễ so sánh tiến bộ.', '2026-07-28 10:07:00+00', '2026-07-28 10:07:00+00');"
comments,"INSERT INTO public.comments (id, post_id, author_id, parent_comment_id, content, created_at, updated_at) VALUES ('c302fec3-e9a1-5d1a-a3ea-b75f59330919', 'e092855f-8a50-5cf3-9eda-55a1df13eaba', '899db740-a298-5cc0-9e15-8aa564b6d0f9', NULL, 'Cách này khá ổn. Quan trọng là giữ dữ liệu hoặc ghi chú nhất quán để dễ so sánh tiến bộ.', '2026-07-26 08:25:00+00', '2026-07-26 08:25:00+00');"
comments,"INSERT INTO public.comments (id, post_id, author_id, parent_comment_id, content, created_at, updated_at) VALUES ('c38ecc5a-6ccd-573b-9a7e-97b1929126db', 'c59dcbab-2d68-59c8-8c3a-32b31787738c', '3875e58e-1aaf-503b-9975-57353ee608b5', NULL, 'Mình cũng từng gặp vấn đề này. Cách mình làm là chia nhỏ từng bước rồi kiểm tra lại sau mỗi buổi học.', '2026-07-23 12:07:00+00', '2026-07-23 12:07:00+00');"
comments,"INSERT INTO public.comments (id, post_id, author_id, parent_comment_id, content, created_at, updated_at) VALUES ('cf92be27-257c-53ca-a4ce-6cfb07704da2', '9854bbe7-1c07-5b72-bab5-8af5fa3266cd', '3875e58e-1aaf-503b-9975-57353ee608b5', NULL, 'Mình cũng từng gặp vấn đề này. Cách mình làm là chia nhỏ từng bước rồi kiểm tra lại sau mỗi buổi học.', '2026-07-19 07:25:00+00', '2026-07-19 07:25:00+00');"
comments,"INSERT INTO public.comments (id, post_id, author_id, parent_comment_id, content, created_at, updated_at) VALUES ('d613f456-feed-5558-bc87-ae50161ffd34', 'da959288-cf01-5298-9eb6-73fb29a2c148', '2184a872-fcf3-5c92-a0ed-a48bc01af254', 'b071318e-6ce8-5612-9257-9432f795e370', 'Bạn có thể chia sẻ thêm ví dụ cụ thể không?', '2026-07-26 04:17:00+00', '2026-07-26 04:17:00+00');"
comments,"INSERT INTO public.comments (id, post_id, author_id, parent_comment_id, content, created_at, updated_at) VALUES ('d680a281-40f5-50c3-9837-9b50eb7251b6', '4e1ccf52-94c2-5951-8bb6-2c396e391aed', '899db740-a298-5cc0-9e15-8aa564b6d0f9', NULL, 'Mình đã thử cách này khoảng hai tuần và thấy dễ duy trì hơn so với học dồn.', '2026-07-20 06:53:00+00', '2026-07-20 06:53:00+00');"
comments,"INSERT INTO public.comments (id, post_id, author_id, parent_comment_id, content, created_at, updated_at) VALUES ('d7ef8bdc-152f-5998-9723-18443c06c03c', '615596ea-3235-542c-b608-a4618e5c66ac', 'ab6a7953-9869-5067-a715-7769252b6c26', NULL, 'Bạn có thể ghi lại lỗi lặp lại nhiều lần rồi ưu tiên sửa nhóm lỗi đó trước.', '2026-08-07 17:47:00+00', '2026-08-07 17:47:00+00');"
comments,"INSERT INTO public.comments (id, post_id, author_id, parent_comment_id, content, created_at, updated_at) VALUES ('d8a311c4-caf7-5ecb-80d1-86a976713149', 'e01964c0-6b1c-5917-871b-221269b84cdf', '576872c0-f337-5ba7-9829-c94744a9c0d4', NULL, 'Mình cũng từng gặp vấn đề này. Cách mình làm là chia nhỏ từng bước rồi kiểm tra lại sau mỗi buổi học.', '2026-07-05 23:05:00+00', '2026-07-05 23:05:00+00');"
comments,"INSERT INTO public.comments (id, post_id, author_id, parent_comment_id, content, created_at, updated_at) VALUES ('e63c92ad-849f-531a-9115-647c483b79c5', 'c59dcbab-2d68-59c8-8c3a-32b31787738c', '5e5e8c92-e428-553d-8eb0-83dca5aab6ea', NULL, 'Cách này khá ổn. Quan trọng là giữ dữ liệu hoặc ghi chú nhất quán để dễ so sánh tiến bộ.', '2026-07-23 17:07:00+00', '2026-07-23 17:07:00+00');"
comments,"INSERT INTO public.comments (id, post_id, author_id, parent_comment_id, content, created_at, updated_at) VALUES ('ea502f25-c6f0-5a27-a419-51c8a9e1f424', '077e9785-8bed-5bbe-ae2f-c59012950ac6', '5e5e8c92-e428-553d-8eb0-83dca5aab6ea', NULL, 'Theo mình nên bắt đầu từ một ví dụ cụ thể, sau đó mới rút ra quy tắc chung.', '2026-08-04 15:47:00+00', '2026-08-04 15:47:00+00');"
comments,"INSERT INTO public.comments (id, post_id, author_id, parent_comment_id, content, created_at, updated_at) VALUES ('f16f9aca-1f82-5248-aeab-f5803588c17e', '615596ea-3235-542c-b608-a4618e5c66ac', '39431362-143d-5960-8b5d-647c21229e00', '59bfc4b5-b2c5-5afc-b0f5-10a1160ab218', 'Mình cũng đang làm gần giống vậy và thấy khá hiệu quả.', '2026-08-07 14:47:00+00', '2026-08-07 14:47:00+00');"
comments,"INSERT INTO public.comments (id, post_id, author_id, parent_comment_id, content, created_at, updated_at) VALUES ('fb8e182b-9a8b-56f4-82f1-ce9179e6ab0e', '4ed05faa-f77b-538d-ad8e-a64f0e93d197', '82f508c0-6ced-5b31-8a1e-bf6d9d66bdd5', NULL, 'Bạn có thể ghi lại lỗi lặp lại nhiều lần rồi ưu tiên sửa nhóm lỗi đó trước.', '2026-08-10 03:03:00+00', '2026-08-10 03:03:00+00');"
comments,"INSERT INTO public.comments (id, post_id, author_id, parent_comment_id, content, created_at, updated_at) VALUES ('fec34f0e-144c-56ef-ace6-298b5543def6', '4e1ccf52-94c2-5951-8bb6-2c396e391aed', '9c2b8656-23fa-540a-89fb-52a8237998cb', NULL, 'Mình cũng từng gặp vấn đề này. Cách mình làm là chia nhỏ từng bước rồi kiểm tra lại sau mỗi buổi học.', '2026-07-20 01:53:00+00', '2026-07-20 01:53:00+00');"
forum_categories,"INSERT INTO public.forum_categories (id, name, description, created_at) VALUES ('092fe508-9c7d-5eaa-af54-97637fc17cc2', '[MOCK 42] IELTS', 'Trao đổi về IELTS và kỹ năng tiếng Anh học thuật.', '2026-02-02 10:45:00+00');"
forum_categories,"INSERT INTO public.forum_categories (id, name, description, created_at) VALUES ('0ef829e5-233a-5c5d-a969-4d590a504ba5', '[MOCK 42] Business', 'Kinh doanh, marketing và quản trị.', '2026-04-07 23:35:00+00');"
forum_categories,"INSERT INTO public.forum_categories (id, name, description, created_at) VALUES ('288eb74b-e5e8-4ad7-82fd-2aa941063007', 'Networking', 'Computer networks, infrastructure and security', '2026-08-07 01:04:41.8366+00');"
forum_categories,"INSERT INTO public.forum_categories (id, name, description, created_at) VALUES ('3140e163-3bfa-4a6a-bf0d-c14237c84064', 'AI', 'Artificial intelligence and machine learning', '2026-08-07 01:04:41.8366+00');"
forum_categories,"INSERT INTO public.forum_categories (id, name, description, created_at) VALUES ('49879006-edb2-5297-b31b-9448cc0fe009', '[MOCK 42] Programming', 'Lập trình, backend, frontend và software engineering.', '2026-03-22 19:36:00+00');"
forum_categories,"INSERT INTO public.forum_categories (id, name, description, created_at) VALUES ('556fe6dc-6a4a-4320-bc0c-564d460def1c', 'Programming', 'Programming, algorithms, software development', '2026-08-07 01:04:41.8366+00');"
forum_categories,"INSERT INTO public.forum_categories (id, name, description, created_at) VALUES ('7723e353-396b-4a9f-9154-f877913e5f9d', 'Japanese', 'Japanese language and Japan-related learning', '2026-08-07 01:04:41.8366+00');"
forum_categories,"INSERT INTO public.forum_categories (id, name, description, created_at) VALUES ('85044052-4346-4acc-84cd-88f3245db3a2', 'Software Engineering', 'Software engineering, testing and system design', '2026-08-07 01:04:41.8366+00');"
forum_categories,"INSERT INTO public.forum_categories (id, name, description, created_at) VALUES ('b0e6d923-b135-5f23-ae1e-bcd1293cf18f', '[MOCK 42] Mathematics', 'Toán học, xác suất và thống kê.', '2026-03-08 13:16:00+00');"
forum_categories,"INSERT INTO public.forum_categories (id, name, description, created_at) VALUES ('bfde739c-fe6e-5a06-892d-143ea16739da', '[MOCK 42] English', 'Học tiếng Anh nói chung.', '2026-01-31 02:17:00+00');"
forum_categories,"INSERT INTO public.forum_categories (id, name, description, created_at) VALUES ('db222738-c08c-44e3-8947-4d188f4d334d', 'General Study', 'General study and learning discussions', '2026-08-07 01:04:41.8366+00');"
forum_categories,"INSERT INTO public.forum_categories (id, name, description, created_at) VALUES ('e3fc3129-f0ea-5234-b56f-b03054950654', '[MOCK 42] Science', 'Các chủ đề khoa học.', '2026-03-02 08:46:00+00');"
forum_posts,"INSERT INTO public.forum_posts (id, author_id, category_id, title, content, image_path, created_at, updated_at, deleted_at) VALUES ('077e9785-8bed-5bbe-ae2f-c59012950ac6', 'ab6a7953-9869-5067-a715-7769252b6c26', '092fe508-9c7d-5eaa-af54-97637fc17cc2', 'Cách cải thiện coherence trong Writing Task 2? #9', 'Mình đang luyện Task 2 và muốn cải thiện cách nối ý giữa các câu. Mọi người thường kiểm tra coherence như thế nào?', NULL, '2026-08-04 12:47:00+00', '2026-08-04 12:47:00+00', NULL);"
forum_posts,"INSERT INTO public.forum_posts (id, author_id, category_id, title, content, image_path, created_at, updated_at, deleted_at) VALUES ('2bee4ae4-168a-5b4d-aba6-c9af30508fa5', 'a82bd13f-54bb-53cb-bca5-2d3ef7ec5333', '0ef829e5-233a-5c5d-a969-4d590a504ba5', 'Cách đọc dashboard marketing', 'Khi xem dashboard marketing, metric nào nên nhìn trước để tránh bị ngợp bởi quá nhiều số liệu?', NULL, '2026-07-26 13:56:00+00', '2026-07-26 13:56:00+00', NULL);"
forum_posts,"INSERT INTO public.forum_posts (id, author_id, category_id, title, content, image_path, created_at, updated_at, deleted_at) VALUES ('4e1ccf52-94c2-5951-8bb6-2c396e391aed', 'f4d9935b-45af-5692-84f6-f1edce54a954', 'bfde739c-fe6e-5a06-892d-143ea16739da', 'Luyện từ vựng theo context #14', 'Mình muốn chuyển từ học danh sách từ sang học theo context. Có workflow nào dễ duy trì mỗi ngày không?', NULL, '2026-07-19 12:53:00+00', '2026-07-19 12:53:00+00', NULL);"
forum_posts,"INSERT INTO public.forum_posts (id, author_id, category_id, title, content, image_path, created_at, updated_at, deleted_at) VALUES ('4ed05faa-f77b-538d-ad8e-a64f0e93d197', 'ab6a7953-9869-5067-a715-7769252b6c26', 'b0e6d923-b135-5f23-ae1e-bcd1293cf18f', 'Mẹo nhớ công thức confidence interval', 'Có cách nào hiểu trực giác confidence interval thay vì chỉ học thuộc công thức không?', NULL, '2026-08-09 19:03:00+00', '2026-08-09 19:03:00+00', NULL);"
forum_posts,"INSERT INTO public.forum_posts (id, author_id, category_id, title, content, image_path, created_at, updated_at, deleted_at) VALUES ('615596ea-3235-542c-b608-a4618e5c66ac', 'a82bd13f-54bb-53cb-bca5-2d3ef7ec5333', '0ef829e5-233a-5c5d-a969-4d590a504ba5', 'Cách đọc dashboard marketing #16', 'Khi xem dashboard marketing, metric nào nên nhìn trước để tránh bị ngợp bởi quá nhiều số liệu?', NULL, '2026-08-07 09:47:00+00', '2026-08-07 09:47:00+00', NULL);"
forum_posts,"INSERT INTO public.forum_posts (id, author_id, category_id, title, content, image_path, created_at, updated_at, deleted_at) VALUES ('6342c84a-9ea8-5004-ab08-31b14060804e', 'ab6a7953-9869-5067-a715-7769252b6c26', '092fe508-9c7d-5eaa-af54-97637fc17cc2', 'Cách cải thiện coherence trong Writing Task 2?', 'Mình đang luyện Task 2 và muốn cải thiện cách nối ý giữa các câu. Mọi người thường kiểm tra coherence như thế nào?', NULL, '2026-07-09 09:18:00+00', '2026-07-09 09:18:00+00', NULL);"
forum_posts,"INSERT INTO public.forum_posts (id, author_id, category_id, title, content, image_path, created_at, updated_at, deleted_at) VALUES ('74b6a7a2-c4cd-579b-b4e6-3ecf47715f6e', '5e5e8c92-e428-553d-8eb0-83dca5aab6ea', '49879006-edb2-5297-b31b-9448cc0fe009', 'FastAPI service layer nên tổ chức thế nào? #11', 'Mình đang tách route, service và CRUD trong FastAPI. Mọi người thường đặt transaction và business logic ở layer nào?', NULL, '2026-07-17 17:23:00+00', '2026-07-17 17:23:00+00', NULL);"
forum_posts,"INSERT INTO public.forum_posts (id, author_id, category_id, title, content, image_path, created_at, updated_at, deleted_at) VALUES ('9854bbe7-1c07-5b72-bab5-8af5fa3266cd', '5e5e8c92-e428-553d-8eb0-83dca5aab6ea', '49879006-edb2-5297-b31b-9448cc0fe009', 'FastAPI service layer nên tổ chức thế nào?', 'Mình đang tách route, service và CRUD trong FastAPI. Mọi người thường đặt transaction và business logic ở layer nào?', NULL, '2026-07-18 23:25:00+00', '2026-07-18 23:25:00+00', NULL);"
forum_posts,"INSERT INTO public.forum_posts (id, author_id, category_id, title, content, image_path, created_at, updated_at, deleted_at) VALUES ('adbd3fc7-9465-5a04-87a6-adba807f9e20', 'f4d9935b-45af-5692-84f6-f1edce54a954', '092fe508-9c7d-5eaa-af54-97637fc17cc2', 'Nguồn luyện Speaking Part 3 #10', 'Mọi người có nguồn nào để luyện Speaking Part 3 theo chủ đề và có câu trả lời mẫu tự nhiên không?', NULL, '2026-07-28 07:07:00+00', '2026-07-28 07:07:00+00', NULL);"
forum_posts,"INSERT INTO public.forum_posts (id, author_id, category_id, title, content, image_path, created_at, updated_at, deleted_at) VALUES ('c59dcbab-2d68-59c8-8c3a-32b31787738c', 'f4d9935b-45af-5692-84f6-f1edce54a954', 'bfde739c-fe6e-5a06-892d-143ea16739da', 'Luyện từ vựng theo context', 'Mình muốn chuyển từ học danh sách từ sang học theo context. Có workflow nào dễ duy trì mỗi ngày không?', NULL, '2026-07-23 09:07:00+00', '2026-07-23 09:07:00+00', NULL);"
forum_posts,"INSERT INTO public.forum_posts (id, author_id, category_id, title, content, image_path, created_at, updated_at, deleted_at) VALUES ('d3fcd2b6-965a-5b83-b2dd-1bdf44a2f600', 'a82bd13f-54bb-53cb-bca5-2d3ef7ec5333', '49879006-edb2-5297-b31b-9448cc0fe009', 'SQLAlchemy relationship hay query explicit? #12', 'Với API có nhiều bảng liên quan, mọi người ưu tiên relationship hay viết query explicit để dễ kiểm soát hiệu năng?', NULL, '2026-08-06 18:06:00+00', '2026-08-06 18:06:00+00', NULL);"
forum_posts,"INSERT INTO public.forum_posts (id, author_id, category_id, title, content, image_path, created_at, updated_at, deleted_at) VALUES ('da959288-cf01-5298-9eb6-73fb29a2c148', 'a82bd13f-54bb-53cb-bca5-2d3ef7ec5333', '49879006-edb2-5297-b31b-9448cc0fe009', 'SQLAlchemy relationship hay query explicit?', 'Với API có nhiều bảng liên quan, mọi người ưu tiên relationship hay viết query explicit để dễ kiểm soát hiệu năng?', NULL, '2026-07-25 13:17:00+00', '2026-07-25 13:17:00+00', NULL);"
forum_posts,"INSERT INTO public.forum_posts (id, author_id, category_id, title, content, image_path, created_at, updated_at, deleted_at) VALUES ('ddb7ac4c-00b9-5076-90ce-8c383caf9158', '5e5e8c92-e428-553d-8eb0-83dca5aab6ea', 'e3fc3129-f0ea-5234-b56f-b03054950654', 'Tài liệu nhập môn machine learning #15', 'Mình đã biết Python cơ bản và đang tìm lộ trình học machine learning từ nền tảng.', NULL, '2026-07-11 23:50:00+00', '2026-07-11 23:50:00+00', NULL);"
forum_posts,"INSERT INTO public.forum_posts (id, author_id, category_id, title, content, image_path, created_at, updated_at, deleted_at) VALUES ('e01964c0-6b1c-5917-871b-221269b84cdf', 'ab6a7953-9869-5067-a715-7769252b6c26', 'b0e6d923-b135-5f23-ae1e-bcd1293cf18f', 'Mẹo nhớ công thức confidence interval #13', 'Có cách nào hiểu trực giác confidence interval thay vì chỉ học thuộc công thức không?', NULL, '2026-07-05 10:05:00+00', '2026-07-05 10:05:00+00', NULL);"
forum_posts,"INSERT INTO public.forum_posts (id, author_id, category_id, title, content, image_path, created_at, updated_at, deleted_at) VALUES ('e092855f-8a50-5cf3-9eda-55a1df13eaba', 'f4d9935b-45af-5692-84f6-f1edce54a954', '092fe508-9c7d-5eaa-af54-97637fc17cc2', 'Nguồn luyện Speaking Part 3', 'Mọi người có nguồn nào để luyện Speaking Part 3 theo chủ đề và có câu trả lời mẫu tự nhiên không?', NULL, '2026-07-25 19:25:00+00', '2026-07-25 19:25:00+00', NULL);"
forum_posts,"INSERT INTO public.forum_posts (id, author_id, category_id, title, content, image_path, created_at, updated_at, deleted_at) VALUES ('fd974085-85da-5a7a-bc95-3a5b0013fc2e', '5e5e8c92-e428-553d-8eb0-83dca5aab6ea', 'e3fc3129-f0ea-5234-b56f-b03054950654', 'Tài liệu nhập môn machine learning', 'Mình đã biết Python cơ bản và đang tìm lộ trình học machine learning từ nền tảng.', NULL, '2026-07-20 06:31:00+00', '2026-07-20 06:31:00+00', NULL);"
group_members,"INSERT INTO public.group_members (id, group_id, user_id, role, status, joined_at) VALUES ('0011f9a4-7866-5fd8-8509-9f3429690a22', '6d2c9b37-e7aa-5ab8-a570-a62b416a85d7', '17c60ccb-402d-52f1-a71b-abd4e79568de', 'moderator', 'active', '2026-06-28 11:41:00+00');"
